순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
84,서울특별시,중구,충무아트센터,서울 중구 퇴계로 387-0,문화관광,공연시설,5736
85,서울특별시,중구,두산타워,서울 중구 장충단로 275-0,쇼핑,쇼핑몰,5697
86,서울특별시,중구,방산종합시장,서울 중구 동호로37길 20-0,쇼핑,시장,5686
87,서울특별시,강남구,봉은사,서울 강남구 봉은사로 531-0,역사관광,종교성지,5636
88,서울특별시,금천구,마리오아울렛3관,서울 금천구 벚꽃로 266-0,쇼핑,쇼핑몰,5393
89,서울특별시,노원구,2001아울렛중계점,서울 노원구 동일로204가길 46-0,쇼핑,대형마트,5354
90,서울특별시,강북구,북서울꿈의숲,서울 강북구 월계로 173-0,문화관광,도시공원,5195
91,서울특별시,마포구,망원한강공원,서울 마포구 마포나루길 467-0,문화관광,도시공원,5171
92,서울특별시,광진구,뚝섬한강공원,서울 광진구 강변북로 2273-0,문화관광,도시공원,5158
93,서울특별시,은평구,수색역,서울 은평구 수색로 261-1,기타관광,교통시설,5032
94,서울특별시,송파구,NC백화점송파점,서울 송파구 충민로 66-0,쇼핑,백화점,5009
95,서울특별시,송파구,가락수산시장,서울 송파구 양재대로 932-0,쇼핑,시장,4972
96,서울특별시,서초구,잠원한강공원,서울 서초구 잠원로 221-124,문화관광,도시공원,4762
97,서울특별시,서초구,한가람미술관,서울 서초구 남부순환로 2406-0,문화관광,전시시설,4760
98,서울특별시,중구,밀리오레동대문점,서울 중구 장충단로 263-0,쇼핑,쇼핑몰,4727
99,서울특별시,서대문구,서대문자연사박물관,서울 서대문구 연희로32길 51-0,문화관광,전시시설,4615
100,서울특별시,노원구,건영백화점,서울 노원구 섬밭로 258-0,쇼핑,백화점,4532
101,서울특별시,강서구,롯데백화점김포공항점,서울 강서구 하늘길 38-0,쇼핑,백화점,4529
102,서울특별시,중구,국립극장,서울 중구 장충단로 59-0,문화관광,공연시설,4449
103,서울특별시,금천구,독산동우시장,서울 금천구 범안로 1209-0,쇼핑,시장,4393
104,서울특별시,송파구,샤롯데씨어터,서울 송파구 올림픽로 240-0,문화관광,공연시설,4327
105,서울특별시,강남구,아쿠아리움코엑스몰점,서울 강남구 영동대로 513-0,문화관광,테마공원,4311
106,서울특별시,용산구,용산전자상가,서울 용산구,쇼핑,기타쇼핑시설,4208
107,서울특별시,양천구,행복한백화점,서울 양천구 목동동로 309-0,쇼핑,백화점,4200
108,서울특별시,송파구,잠실한강공원,서울 송파구 한가람로 65-0,문화관광,도시공원,4170
109,서울특별시,영등포구,여의도백화점,서울 영등포구 국제금융로6길 33-0,쇼핑,쇼핑몰,3955
110,서울특별시,송파구,키자니아서울점,서울 송파구 올림픽로 240-0,문화관광,테마공원,3903
111,서울특별시,광진구,어린이회관눈썰매장,서울 광진구 광나루로 441-0,레저스포츠,육상레저스포츠,3738
112,서울특별시,구로구,고척스카이돔,서울 구로구 경인로 430-0,문화관광,레저스포츠시설,3691
113,서울특별시,동작구,성대전통시장,서울 동작구 상도로 102-0,쇼핑,시장,3662
114,서울특별시,강남구,신사동가로수길,서울 강남구,문화관광,테마공원,3654
115,서울특별시,강북구,수유시장,서울 강북구 도봉로67길 18-0,쇼핑,시장,3617
116,서울특별시,강서구,국립항공박물관,서울 강서구 하늘길 177-0,문화관광,전시시설,3584
117,서울특별시,종로구,조계사,서울 종로구 우정국로 55-0,역사관광,종교성지,3559
118,서울특별시,중구,디오트쇼핑몰,서울 중구 다산로 293-0,쇼핑,쇼핑몰,3513
119,서울특별시,강북구,4.19기념탑,서울 강북구 4.19로8길 17-0,역사관광,역사유물,3511
120,서울특별시,종로구,낙산공원,서울 종로구 낙산길 41-0,문화관광,도시공원,3454
121,서울특별시,중구,남대문시장,서울 중구,쇼핑,시장,3447
122,서울특별시,구로구,고척근린공원,서울 구로구,문화관광,도시공원,3425
123,서울특별시,강남구,광림아트센터BBCH홀,서울 강남구 논현로163길 33-0,문화관광,공연시설,3261
124,서울특별시,관악구,타임스트림,서울 관악구 신림로 330-0,쇼핑,쇼핑몰,3209
125,서울특별시,동작구,보라매공원,서울 동작구 여의대방로20길 33-0,문화관광,도시공원,3141
126,서울특별시,영등포구,영등포역,서울 영등포구,기타관광,교통시설,3063
127,서울특별시,송파구,우리금융아트홀,서울 송파구 올림픽로 424-0,문화관광,공연시설,3042
128,서울특별시,강남구,한국도심공항,서울 강남구 테헤란로87길 22-0,기타관광,교통시설,3017
129,서울특별시,동대문구,청량리청과물시장,서울 동대문구 왕산로 167-0,쇼핑,시장,2982
130,서울특별시,종로구,광화문,서울 종로구 사직로 161-0,역사관광,역사유적지,2837
131,서울특별시,양천구,서서울호수공원,서울 양천구 남부순환로64길 20-0,문화관광,도시공원,2800
132,서울특별시,서초구,세빛섬,서울 서초구 올림픽대로 2085-14,자연관광,자연경관(하천/해양),2790
133,서울특별시,광진구,스타시티,서울 광진구 아차산로 272-0,쇼핑,쇼핑몰,2773
134,서울특별시,영등포구,대신시장,서울 영등포구 도신로60길 7-0,쇼핑,시장,2746
135,서울특별시,강북구,도선사,서울 강북구 도선사길 278-0,역사관광,종교성지,2739
136,서울특별시,노원구,세이브존노원점,서울 노원구 한글비석로 57-0,쇼핑,대형마트,2696
136,서울특별시,도봉구,신창시장,서울 도봉구 덕릉로57길 10-0,쇼핑,시장,2696
138,서울특별시,광진구,뚝섬유원지,서울 광진구,문화관광,복합관광시설,2663
139,서울특별시,강서구,김포국제공항국제선,서울 강서구 하늘길 38-0,기타관광,교통시설,2636
139,서울특별시,중구,제일평화시장,서울 중구 마장로 13-0,쇼핑,시장,2636
141,서울특별시,마포구,메가박스상암월드컵경기장,서울 마포구 월드컵로 240-0,문화관광,공연시설,2624
142,서울특별시,은평구,진관사,서울 은평구 진관길 73-0,역사관광,종교성지,2612
143,서울특별시,중구,롯데백화점에비뉴엘본점,서울 중구 남대문로 73-0,쇼핑,백화점,2557
144,서울특별시,성동구,금남시장,서울 성동구 독서당로 303-7,쇼핑,시장,2531
145,서울특별시,중구,누죤,서울 중구 을지로45길 62-0,쇼핑,쇼핑몰,2526
146,서울특별시,도봉구,방학동도깨비시장,서울 도봉구 도당로13다길 33-0,쇼핑,시장,2477
147,서울특별시,송파구,문정동로데오거리,서울 송파구 동남로4길 10-0,쇼핑,기타쇼핑시설,2463
148,서울특별시,양천구,대한민국예술인센터,서울 양천구 목동서로 225-0,문화관광,기타문화관광지,2435
149,서울특별시,성북구,고려대아이스링크,서울 성북구 안암로 145-0,레저스포츠,육상레저스포츠,2419
150,서울특별시,서초구,서래마을,서울 서초구,기타관광,기타관광,2415
151,서울특별시,마포구,하늘공원,서울 마포구 하늘공원로 95-0,문화관광,도시공원,2377
152,서울특별시,동대문구,청량리역,서울 동대문구 왕산로 214-0,기타관광,교통시설,2375
153,서울특별시,광진구,서울상상나라,서울 광진구 능동로 216-0,문화관광,전시시설,2353
154,서울특별시,중랑구,우림시장,서울 중랑구 망우로62길 52-4,쇼핑,시장,2347
155,서울특별시,용산구,리움미술관,서울 용산구 이태원로55길 60-16,문화관광,전시시설,2333
156,서울특별시,송파구,방이시장,서울 송파구 백제고분로48길 35-0,쇼핑,시장,2317
157,서울특별시,노원구,태릉CC,서울 노원구 화랑로 682-0,레저스포츠,육상레저스포츠,2312
158,서울특별시,용산구,후암시장,서울 용산구 후암로35길 24-0,쇼핑,시장,2299
159,서울특별시,강동구,2001아울렛천호점,서울 강동구 구천면로 189-0,쇼핑,대형마트,2264
160,서울특별시,성동구,그라운드시소성수,서울 성동구 아차산로17길 49-0,문화관광,기타문화관광지,2261
161,서울특별시,은평구,은평한옥마을,서울 은평구,역사관광,역사유적지,2256
162,서울특별시,중랑구,상봉종합버스터미널,서울 중랑구 상봉로 117-0,기타관광,교통시설,2226
163,서울특별시,성북구,길상사,서울 성북구 선잠로5길 68-0,역사관광,종교성지,2222
164,서울특별시,마포구,평화의공원,서울 마포구,문화관광,도시공원,2220
165,서울특별시,중구,DDP패션몰,서울 중구 마장로 22-0,쇼핑,쇼핑몰,2218
166,서울특별시,영등포구,영등포청과시장,서울 영등포구 영신로 161-0,쇼핑,시장,2213
167,서울특별시,중구,중부시장,서울 중구 을지로32길 34-0,쇼핑,시장,2204
168,서울특별시,광진구,커먼그라운드,서울 광진구 아차산로 200-0,쇼핑,쇼핑몰,2200
169,서울특별시,송파구,송파책박물관,서울 송파구 송파대로37길 77-0,문화관광,전시시설,2162
170,서울특별시,송파구,마천중앙시장,서울 송파구 마천로45길 23-0,쇼핑,시장,2155
171,서울특별시,성동구,CGV왕십리,서울 성동구 왕십리광장로 17-0,문화관광,공연시설,2096
172,서울특별시,강남구,CGV강남,서울 강남구 강남대로 438-0,문화관광,공연시설,2067
172,서울특별시,강남구,백암아트홀,서울 강남구 테헤란로113길 7-0,문화관광,공연시설,2067
174,서울특별시,은평구,북한산성,서울 은평구,역사관광,역사유적지,2063
175,서울특별시,강남구,도산공원,서울 강남구 도산대로45길 20-0,문화관광,도시공원,2062
176,서울특별시,송파구,올림픽홀,서울 송파구 올림픽로 424-0,문화관광,공연시설,2055
177,서울특별시,송파구,롯데시네마월드타워,서울 송파구 올림픽로 300-0,문화관광,공연시설,2043
178,서울특별시,서대문구,서대문형무소역사관,서울 서대문구 통일로 251-0,문화관광,전시시설,2034
179,서울특별시,강서구,LG아트센터서울,서울 강서구 마곡중앙로 136-0,문화관광,공연시설,2032
180,서울특별시,중구,롯데영플라자명동점,서울 중구 남대문로 67-0,쇼핑,백화점,2029
181,서울특별시,성동구,메가박스성수,서울 성동구 왕십리로 50-0,문화관광,공연시설,1985
182,서울특별시,중구,눈스퀘어,서울 중구 명동길 14-0,쇼핑,쇼핑몰,1979
183,서울특별시,용산구,용산가족공원,서울 용산구 서빙고로 137-0,문화관광,도시공원,1977
184,서울특별시,강서구,인서울27골프클럽,서울 강서구,레저스포츠,육상레저스포츠,1969
185,서울특별시,종로구,서울역사박물관,서울 종로구 새문안로 55-0,문화관광,전시시설,1957
186,서울특별시,광진구,어린이회관,서울 광진구 광나루로 441-0,문화관광,기타문화관광지,1907
187,서울특별시,강동구,암사종합시장,서울 강동구 상암로11길 25-0,쇼핑,시장,1898
188,서울특별시,마포구,망원유수지체육공원,서울 마포구 방울내로11길 198-0,문화관광,도시공원,1881
189,서울특별시,송파구,롯데콘서트홀,서울 송파구 올림픽로 300-0,문화관광,공연시설,1869
190,서울특별시,중구,대한극장,서울 중구 퇴계로 212-0,문화관광,공연시설,1860
191,서울특별시,마포구,난지한강공원,서울 마포구 한강난지로 162-0,문화관광,도시공원,1851
192,서울특별시,금천구,롯데팩토리아울렛가산점,서울 금천구 벚꽃로 278-0,쇼핑,쇼핑몰,1833
193,서울특별시,은평구,대림시장,서울 은평구 응암로4길 22-0,쇼핑,시장,1822
194,서울특별시,노원구,서울시립북서울미술관,서울 노원구 동일로 1238-0,문화관광,전시시설,1820
195,서울특별시,강남구,CGV청담씨네시티,서울 강남구 도산대로 323-0,문화관광,공연시설,1805
196,서울특별시,구로구,가리봉시장,서울 구로구 우마3길 19-0,쇼핑,시장,1800
197,서울특별시,강동구,천호공원,서울 강동구 올림픽로 702-0,문화관광,도시공원,1791
198,서울특별시,송파구,서울스카이,서울 송파구 올림픽로 300-0,문화관광,랜드마크관광,1768
199,서울특별시,강서구,화곡본동시장,서울 강서구 까치산로 35-0,쇼핑,시장,1762
200,서울특별시,성동구,서울숲씨어터,서울 성동구 서울숲2길 32-14,문화관광,공연시설,1751
201,서울특별시,성북구,정릉시장,서울 성북구 보국문로11길 18-2,쇼핑,시장,1744
202,서울특별시,중구,남산공원,서울 중구 소파로 46-0,문화관광,도시공원,1742
203,서울특별시,중구,신라면세점서울점,서울 중구 동호로 249-0,쇼핑,면세점,1737
204,서울특별시,용산구,이촌한강공원,서울 용산구 이촌로72길 62-0,문화관광,도시공원,1736
205,서울특별시,강북구,화계사,서울 강북구 화계사길 117-0,역사관광,종교성지,1733
206,서울특별시,은평구,볼베어파크은평점,서울 은평구 통일로 1050-0,문화관광,테마공원,1692
207,서울특별시,용산구,국립한글박물관,서울 용산구 서빙고로 139-0,문화관광,전시시설,1653
208,서울특별시,관악구,현대시장,서울 관악구 양녕로 49-0,쇼핑,시장,1650
209,서울특별시,송파구,엄마손쇼핑센터,서울 송파구 가락로 103-0,쇼핑,쇼핑몰,1649
210,서울특별시,광진구,롯데시네마건대입구,서울 광진구 아차산로 272-0,문화관광,공연시설,1648
211,서울특별시,용산구,용문시장,서울 용산구,쇼핑,시장,1644
211,서울특별시,영등포구,선유도공원,서울 영등포구 선유로 343-0,문화관광,도시공원,1644
213,서울특별시,마포구,KT&G상상마당홍대,서울 마포구 어울마당로 65-0,문화관광,기타문화관광지,1637
214,서울특별시,종로구,창경궁,서울 종로구 창경궁로 185-0,역사관광,역사유적지,1577
215,서울특별시,서초구,예술의전당오페라하우스,서울 서초구 남부순환로 2406-0,문화관광,공연시설,1547
216,서울특별시,강남구,CGV압구정본관,서울 강남구 논현로 848-0,문화관광,공연시설,1545
217,서울특별시,송파구,롯데월드아이스링크,서울 송파구 올림픽로 240-0,레저스포츠,육상레저스포츠,1534
218,서울특별시,은평구,서울혁신파크,서울 은평구 통일로 684-0,문화관광,기타문화관광지,1533
219,서울특별시,강동구,롯데시네마강동,서울 강동구 천호옛길 85-0,문화관광,공연시설,1532
220,서울특별시,구로구,2001아울렛구로점,서울 구로구 중앙로1길 36-0,쇼핑,대형마트,1530
221,서울특별시,강동구,서울암사동유적,서울 강동구 올림픽로 875-0,역사관광,역사유적지,1520
222,서울특별시,성동구,LCDC SEOUL,서울 성동구 연무장17길 10-0,문화관광,기타문화관광지,1512
223,서울특별시,강남구,메가박스코엑스,서울 강남구 봉은사로 524-0,문화관광,공연시설,1507
224,서울특별시,구로구,구로시장,서울 구로구 구로동로22길 17-4,쇼핑,시장,1503
225,서울특별시,중구,청평화시장,서울 중구 청계천로 334-0,쇼핑,시장,1499
226,서울특별시,노원구,광운대학교아이스링크,서울 노원구 광운로 21-0,레저스포츠,육상레저스포츠,1496
227,서울특별시,중구,명보아트홀,서울 중구 마른내로 47-0,문화관광,공연시설,1468
228,서울특별시,용산구,롯데시네마용산,서울 용산구 청파로 74-0,문화관광,공연시설,1463
229,서울특별시,종로구,청와대사랑채,서울 종로구 효자로13길 45-0,문화관광,전시시설,1460
230,서울특별시,서대문구,현대백화점 유플렉스신촌점,서울 서대문구 연세로 13-0,쇼핑,백화점,1434
231,서울특별시,중랑구,용마폭포공원,서울 중랑구 용마산로 250-12,문화관광,도시공원,1428
232,서울특별시,성동구,비트플렉스,서울 성동구 왕십리광장로 17-0,쇼핑,쇼핑몰,1415
233,서울특별시,동작구,동작주차공원,서울 동작구 현충로 213-0,문화관광,도시공원,1412
234,서울특별시,중구,SFC몰,서울 중구 세종대로 136-0,쇼핑,쇼핑몰,1410
235,서울특별시,송파구,석촌호수동호,서울 송파구 송파나루길 166-0,자연관광,자연경관(하천/해양),1401
236,서울특별시,종로구,CGV피카디리1958,서울 종로구 돈화문로5가길 1-0,문화관광,공연시설,1398
237,서울특별시,마포구,AK플라자홍대,서울 마포구 양화로 188-0,쇼핑,백화점,1395
238,서울특별시,동작구,남성사계시장,서울 동작구 동작대로29길 9-0,쇼핑,시장,1382
239,서울특별시,중구,서울중앙시장,서울 중구 퇴계로85길 22-0,쇼핑,시장,1381
240,서울특별시,금천구,마리오아울렛2관,서울 금천구 디지털로9길 23-0,쇼핑,쇼핑몰,1362
241,서울특별시,강서구,롯데시네마김포공항,서울 강서구 하늘길 지하 77-0,문화관광,공연시설,1352
242,서울특별시,관악구,봉일시장,서울 관악구 은천로 28-0,쇼핑,시장,1347
243,서울특별시,중구,밀리오레명동점,서울 중구 퇴계로 115-0,쇼핑,쇼핑몰,1345
243,서울특별시,송파구,CGV송파,서울 송파구 충민로 66-0,문화관광,공연시설,1345
245,서울특별시,영등포구,CGV영등포,서울 영등포구 영중로 15-0,문화관광,공연시설,1344
246,서울특별시,강남구,마이아트뮤지엄,서울 강남구 테헤란로 518-0,문화관광,전시시설,1343
247,서울특별시,중구,조선일보미술관,서울 중구 세종대로21길 33-0,문화관광,전시시설,1340
248,서울특별시,강서구,볏골공원,서울 강서구 까치산로4길 22-0,문화관광,도시공원,1337
249,서울특별시,광진구,CGV건대입구,서울 광진구 아차산로30길 26-0,문화관광,공연시설,1328
250,서울특별시,중구,손기정체육공원,서울 중구 손기정로 101-0,문화관광,도시공원,1317
251,서울특별시,영등포구,아쿠아플라넷63,서울 영등포구 63로 50-0,문화관광,테마공원,1306
251,서울특별시,송파구,올림픽공원세계평화의문,서울 송파구,문화관광,도시공원,1306
253,서울특별시,강서구,CGV등촌,서울 강서구 공항대로45길 63-0,문화관광,공연시설,1293
254,서울특별시,강남구,KT&G상상마당대치아트홀,서울 강남구 영동대로 416-0,문화관광,공연시설,1285
255,서울특별시,동대문구,서울풍물시장,서울 동대문구 천호대로4길 21-0,쇼핑,시장,1276
256,서울특별시,노원구,불암산스포츠타운,서울 노원구 중계로 36-0,문화관광,도시공원,1267
257,서울특별시,강남구,금강쇼핑센터,서울 강남구 압구정로 201-0,쇼핑,쇼핑몰,1262
258,서울특별시,광진구,중곡제일시장,서울 광진구 긴고랑로11길 14-0,쇼핑,시장,1261
259,서울특별시,노원구,마들스포츠타운,서울 노원구 덕릉로 460-0,문화관광,레저스포츠시설,1258
260,서울특별시,마포구,와이즈파크,서울 마포구 양화로 176-0,쇼핑,쇼핑몰,1257
261,서울특별시,구로구,디큐브링크아트센터,서울 구로구 경인로 662-0,문화관광,공연시설,1252
262,서울특별시,중구,맥스타일,서울 중구 마장로 3-0,쇼핑,쇼핑몰,1251
263,서울특별시,노원구,동천실내스케이트장,서울 노원구 노원로18길 41-0,레저스포츠,육상레저스포츠,1234
264,서울특별시,성동구,응봉산팔각정,서울 성동구,역사관광,역사유적지,1229
265,서울특별시,양천구,양천해누리체육공원,서울 양천구 안양천로 711-0,문화관광,도시공원,1227
265,서울특별시,강남구,스타필드코엑스몰,서울 강남구 영동대로 513-0,쇼핑,쇼핑몰,1227
267,서울특별시,강동구,광나루한강공원,서울 강동구 선사로 83-106,문화관광,도시공원,1208
268,서울특별시,종로구,북촌한옥마을,서울 종로구,역사관광,역사유적지,1202
269,서울특별시,중랑구,동원시장,서울 중랑구 면목로74길 45-0,쇼핑,시장,1196
270,서울특별시,중구,에이피엠플레이스,서울 중구 을지로 276-0,쇼핑,쇼핑몰,1195
271,서울특별시,종로구,대학로,서울 종로구,문화관광,테마공원,1187
272,서울특별시,강서구,메가박스화곡,서울 강서구 화곡로 142-0,문화관광,공연시설,1185
272,서울특별시,노원구,공릉동도깨비시장,서울 노원구 동일로180길 22-0,쇼핑,시장,1185
274,서울특별시,강서구,방신재래시장,서울 강서구 방화동로16길 32-0,쇼핑,시장,1179
274,서울특별시,성북구,개운사,서울 성북구 개운사길 73-0,역사관광,종교성지,1179
276,서울특별시,구로구,지밸리몰,서울 구로구 디지털로 300-0,쇼핑,쇼핑몰,1175
277,서울특별시,중랑구,CGV상봉,서울 중랑구 상봉로 131-0,문화관광,공연시설,1174
278,서울특별시,강서구,KBS아레나,서울 강서구 공항대로 376-0,문화관광,공연시설,1168
279,서울특별시,종로구,총회창립100주년기념관,서울 종로구 대학로3길 29-0,문화관광,전시시설,1165
280,서울특별시,용산구,롯데아울렛서울역점,서울 용산구 한강대로 405-0,쇼핑,쇼핑몰,1162
281,서울특별시,중구,황학동주방거리,서울 중구,쇼핑,기타쇼핑시설,1136
282,서울특별시,영등포구,영등포전통시장,서울 영등포구,쇼핑,시장,1132
283,서울특별시,관악구,우림시장,서울 관악구 난곡로26길 4-0,쇼핑,시장,1131
284,서울특별시,광진구,노룬산골목시장,서울 광진구,쇼핑,시장,1130
285,서울특별시,동대문구,서울경동약령시장,서울 동대문구 약령중앙로 10-0,쇼핑,시장,1125
286,서울특별시,강서구,롯데시네마가양,서울 강서구 양천로 476-0,문화관광,공연시설,1121
287,서울특별시,광진구,영화사,서울 광진구 영화사로 107-0,역사관광,종교성지,1115
287,서울특별시,구로구,CGV구로,서울 구로구 구로중앙로 152-0,문화관광,공연시설,1115
289,서울특별시,구로구,푸른수목원,서울 구로구 서해안로 2117-0,자연관광,자연공원,1114
290,서울특별시,금천구,퐁퐁플라워가산센터,서울 금천구 벚꽃로 278-0,문화관광,테마공원,1108
291,서울특별시,영등포구,주렁주렁영등포타임스퀘어점,서울 영등포구 영중로 15-0,문화관광,테마공원,1102
292,서울특별시,서초구,반포쇼핑타운,서울 서초구 신반포로 165-0,쇼핑,쇼핑몰,1097
293,서울특별시,영등포구,대림중앙시장,서울 영등포구 디지털로37나길 15-0,쇼핑,시장,1094
293,서울특별시,송파구,한성백제박물관,서울 송파구 위례성대로 71-0,문화관광,전시시설,1094
295,서울특별시,강남구,롯데시네마도곡,서울 강남구 남부순환로 2753-0,문화관광,공연시설,1089
296,서울특별시,중구,서울시립미술관,서울 중구 덕수궁길 61-0,문화관광,전시시설,1088
296,서울특별시,중구,동대문역사문화공원,서울 중구 을지로 281-0,문화관광,도시공원,1088
296,서울특별시,영등포구,영등포공원,서울 영등포구 신길로 275-0,문화관광,도시공원,1088
299,서울특별시,송파구,올림픽프라자,서울 송파구 양재대로 1222-0,쇼핑,쇼핑몰,1083
300,서울특별시,노원구,화랑대철도공원,서울 노원구,문화관광,도시공원,1077
301,서울특별시,서초구,국립국악원예악당,서울 서초구 남부순환로 2364-0,문화관광,공연시설,1067
302,서울특별시,관악구,르네상스쇼핑몰,서울 관악구 신림로 340-0,쇼핑,쇼핑몰,1057
303,서울특별시,종로구,안녕인사동,서울 종로구 인사동길 49-0,쇼핑,쇼핑몰,1056
304,서울특별시,서대문구,영천시장,서울 서대문구,쇼핑,시장,1053
305,서울특별시,서초구,양곡도매시장,서울 서초구 양재대로12길 36-0,쇼핑,시장,1046
306,서울특별시,서초구,매헌시민의숲,서울 서초구 매헌로 99-0,문화관광,도시공원,1042
307,서울특별시,마포구,절두산순교성지,서울 마포구 토정로 6-0,역사관광,역사유적지,1041
308,서울특별시,종로구,동화면세점본점,서울 종로구 세종대로 149-0,쇼핑,면세점,1038
309,서울특별시,중랑구,중랑동부시장,서울 중랑구 중랑천로10길 57-0,쇼핑,시장,1035
310,서울특별시,송파구,메가박스송파파크하비오,서울 송파구 송파대로 111-0,문화관광,공연시설,1030
